name,keyword,snippet
formCheckSquareOutlined.png,formCheckSquareOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/9c3cab951f1aa5727e35e191e4fdba87.png"" width=""24"" aria-hidden=""true"">"
formDash.png,formDash.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/2371f734bfde84c676841d87016a22d8.png"" width=""24"" aria-hidden=""true"">"
formDashCircle.png,formDashCircle.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/c655a946c926b472cfa7b1b66428b0ec.png"" width=""24"" aria-hidden=""true"">"
formDashCircleOutlined.png,formDashCircleOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/e6238626f3547e7bfedeea54bff35289.png"" width=""24"" aria-hidden=""true"">"
formDashSquare.png,formDashSquare.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/8f3b6e773f710a5464d640a5eef75d6b.png"" width=""24"" aria-hidden=""true"">"
formDashSquareOutlined.png,formDashSquareOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/06e397b55dd031f293808963283ffd48.png"" width=""24"" aria-hidden=""true"">"
formRadioCheck.png,formRadioCheck.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/d0e323a8e00306f25f944d41969428d1.png"" width=""24"" aria-hidden=""true"">"
formRadioDot.png,formRadioDot.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/affe4dbdad7c6afc6e0a846b659c18e1.png"" width=""24"" aria-hidden=""true"">"
formRadioUnchecked.png,formRadioUnchecked.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/ba7d4e4deafb4a47b6c373aa61b5f52a.png"" width=""24"" aria-hidden=""true"">"
formText.png,formText.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/daa32665599baa6607ce7f55e897dee2.png"" width=""24"" aria-hidden=""true"">"
formTextAlignCenter.png,formTextAlignCenter.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/928f03060b73932fade9485f3682e5d4.png"" width=""24"" aria-hidden=""true"">"
formTextAlignLeft.png,formTextAlignLeft.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/e9ad1354d7c5a6340d79a7c1141d20bd.png"" width=""24"" aria-hidden=""true"">"
formTextAlignRight.png,formTextAlignRight.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/e66e04114556b968efc043987d0d1e90.png"" width=""24"" aria-hidden=""true"">"
formTextLong.png,formTextLong.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/df677f060427f460597907ded05ccc21.png"" width=""24"" aria-hidden=""true"">"
formToggle.png,formToggle.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/f13b25ed3a2d9d0212c797384af9a7e5.png"" width=""24"" aria-hidden=""true"">"
formX.png,formX.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/2cbb83000ea8dddc618bf0152ab2dbc4.png"" width=""24"" aria-hidden=""true"">"
formXCircle.png,formXCircle.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/e267d92e4e3c331efdcb6ed40ade0813.png"" width=""24"" aria-hidden=""true"">"
formXCircleOutlined.png,formXCircleOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/cce79dc1c528f50313601908d5797412.png"" width=""24"" aria-hidden=""true"">"
